"firstHeading","books","tianfu","tianfu_2star","tianfu_4star","description","user_desc","user_cat"
"穆桂英","天工开物  史记","战术","负责制作工作时，需要的菜肴减少10%。负责制作工作时，需要的菜肴减少20%。负责制作工作时，需要的菜肴减少30%。","负责制作工作时，需要的菜肴减少40%。","
介绍
外形特征


性格及经历


 逸事：家与国
世间怕是少有如穆桂英一般的女子，敢在阵前将敌人绑了去，又招其成亲。好在她夫妻感情和睦，常惹得旁人艳羡。唯一不好的，便是二人时常聚少离多，总是有各种原因让两人不得相聚。但那又有什么关系呢？心在一处，天南海北亦是家。
 逸事：

故事
穆柯寨寨主穆羽新添一女，全寨一片哗然，大眼瞪小眼，以为那游方道姑不过是信口开河，骗点过路盘缠罢了。半年前，一游方道姑经过穆柯寨讨水，一眼见着身怀六甲的穆夫人，便指着她的肚子道：「此乃武曲之象。」寨主穆羽闻言大喜，他历经战乱，被迫行绿林之事，也曾几次起兵抗击敌兵，皆铩羽而归，至此心里常怀遗憾。他将道姑请进帐中细问，道姑只道天机不可泄露，她自会在合适的时候与穆寨主再相遇。道姑的话如同黑夜中的灯光，点亮了穆羽的希望，他拿了一吊白银赠予道姑，又命人好生将道姑送走。他日盼夜盼孩子快快降临，甚至连这孩子将来先学流星锤还是九节鞭都已经想好了。及至穆夫人临盆，全寨男女纷纷赶来，等着孩子诞生，沾一沾武曲喜气。然而产婆却面露难色地出来，向众人报告说夫人生的是位千金。全寨哗然，从没听说武曲星是个女的。穆羽也楞在原地，不知如何是好，反而是穆夫人怒了：「古有花木兰征战四方，我家桂英又为何不可？」穆羽有些哭笑不得，夫人一瞬间连孩子的名都起好了，他这个当父亲的好像错过了什么重要的时刻。他一沉吟，大手一挥，男女都好，培养好了一样上战杀敌。从此，他便用心栽培这掌上明珠。穆桂英天生聪颖，任何武器到了她手里就跟长在自己身上一样，运用自如。穆羽大喜，将传家的流星锤赠予她。及至穆桂英十岁，穆羽带她外出游历，路经北方群山，山石耸立，瘦骨嶙峋，仿佛要将人活活吞没，观者心惊。唯独穆桂英不怕，她站在山巅，俯视着乱石道：「将来我是要破这天门阵的。」穆羽困惑不已，以为小孩乱说胡话，身后却突然响起一阵掌声，回头一看，一个道姑抚掌大笑：「好孩子，我等的就是这一天。」这正是当年那道姑。道姑看了一眼穆桂英手里的流星锤，顺手折了扔到悬崖下，穆羽正要发作，却又听道姑说：「今授你神箭飞刀之技，你再砍下穆柯寨降龙木做成箭矢，日后定大破天门阵。」话音刚落，穆桂英身上便多了一副箭囊，而道姑也不知所踪。始知遇上神女，从此穆羽对穆桂英的栽培更加用心。
","穆字帅旗震乾坤 桂香凌云统三军 英姿飒爽桃花马 敌血飞溅石榴裙","侯级角色"
"朱元璋","水浒  西游记","开疆","负责农牧工作时，立即完成5%的进度。负责农牧工作时，立即完成10%的进度。负责农牧工作时，立即完成20%的进度。","负责农牧工作时，立即完成30%的进度。","
介绍
外形特征


性格及经历


 逸事：权力
做农民遇上荒年，做和尚寺庙没了香火。这些苦日子，还是会经常出现在朱元璋的梦里。他梦到和一群兄弟出生入死，也梦到许多明枪暗箭。他在梦里恐惧，也在梦里杀人。坐上龙椅的人害怕背叛和失去。如果当年那个凤阳小子知道这一切，他还会在心里发誓要做皇帝吗？
 逸事：

故事
大明建立后，百废待兴。朱元璋忙得不可开交。短短一上午，他就批阅了二十份奏折，正饿得头昏眼花时，偏巧翻开了茹太素的奏折。那洋洋洒洒的万言书，他一个字也看不进去，便叫了刘伯温替他读，他一边养神一边听。正听着，宫廷画师来了。「皇上，该画御像了。」朱元璋点点头，坐了起来，画师指导他摆出标准的画像姿势，开始唰唰画着。朱元璋示意刘伯温继续读茹太素的奏折。听着到两万字都还没听到重点的朱元璋再也忍不了了，冲着刘伯温咆哮开了：「混账茹太素，写的狗屁玩意！」刘伯温平和地劝道：「注意表情，注意表情。」「狗屁的表情！你看看这奏折，是读过书的人写的吗？！」……两个时辰后，朱元璋的气总算消了，画像也完成了。画师战战兢兢把画呈上来，朱元璋只瞄了一眼就被自己气笑了。刘伯温也凑了过来，刚看到画像，便嗔怪道：「早劝你注意表情了，这下好了吧，全大明的人都以为你是个鞋拽靶儿脸了！」
","朱笔阅江山 元年自洪武 璋弄天下事 御览父老意","侯级角色"
"许宣","水浒  黄帝内经","济世","在药铺工作时，额外获得10份草药。在药铺工作时，额外获得20份草药。在药铺工作时，额外获得35份草药。","在药铺工作时，额外获得50份草药。","
介绍
外形特征


性格及经历


 逸事：求签
遇到白素贞那天，许宣在寺庙求到了一个上上签，签面是「有缘千里来相会」。从那以后，无论算什么，他再也没摇到过上上签。大概是因为遇到娘子花光了所有运气吧？
 逸事：

故事
许宣早慧，三岁识千字，五岁读百家，到了十岁时，已能挥毫成章。许氏夫妻惊喜不已，以为百年寒门终于出了一可造之材，自此对许宣更加上心。为了让他跟随更好的先生学习，夫妻不惜将家搬至千里之外的杭州，早出晚归辛苦赚钱。却因为积劳成疾、无药可医，夫妻俩竟在半年之内，先后去世。许宣决定弃文从医。其姐再三劝阻，毕竟大夫不是一份体面的职业，以他的资质，还是考学最重要。许宣将四书五经扔进炭炉里烧掉，头也不回地进入了药行当起了学徒。他发誓，一定要做天下最好的大夫，周济穷人，妙手回春。
","许愿同船渡 宣情共枕眠 怀拢娥眉女 恩爱不羡仙","侯级角色"
"利玛窦","双倍书籍","传教","在书局工作时，立即完成5%的进度。在书局工作时，立即完成10%的进度。在书局工作时，立即完成15%的进度。","在书局工作时，立即完成20%的进度。","
介绍
外形特征


性格及经历


 逸事：百宝袋
所有人都以为利玛窦有一个百宝袋，自鸣钟、天球仪、三棱镜…无数稀奇玩意儿从他的口袋里如霓虹般倾泻而出。但人们不知道的是，利玛窦从泰西带的是一个空袋子，如今里面却满满当当装了大明的风物人情。
 逸事：

故事
如果没有意外，利玛窦将会遵照父亲的旨意学习法律，成为一名辩护士。但，没有意外就不叫人生。利玛窦是在上学路上意外捡到《马可波罗行纪》的，他只翻了一页，便在草丛里蹲了一整天，直到看完这本书。当他合上书，才发现夜已半深，无数人在大街小巷叫喊他的名字。他刚一走出草丛，只见哭得鼻涕眼泪一把抓的父母便扑了过来：「我再也不逼你学法律了，你爱做什么做什么吧！」貌似意外比明天来得更快，利玛窦快乐地想。「我想去东方可以吗？」利玛窦小心翼翼地问道。「听说东方有巨龙，还有雄狮，太危险了。」父母担忧地说道。「可是东方有文化的瑰宝。」利玛窦眼睛亮闪闪，「我想把它们都带回罗马。」
","辞山别海 行赴大明 觅得知己 同学同行","侯级角色"
"徐光启","天工开物  西游记","农政","在农田、改良农田、油菜花田工作时，额外获得10份蔬菜。在农田、改良农田、油菜花田工作时，额外获得20份蔬菜。在农田、改良农田、油菜花田工作时，额外获得30份蔬菜。","在农田、改良农田、油菜花田工作时，额外获得40份蔬菜。","
介绍
外形特征


性格及经历


 逸事：路痴
总往天上看的人，容易看不清脚下踩的路。不过这不打紧，因为从徐光启迷路到利玛窦南堂门口那一天起，他就开始用点、线、面、圆为自己造了一个再也不会迷路的几何世界。
 逸事：

故事
庶吉士徐光启并不满意自己的翰林院生活，当同僚终日忙于论撰文史时，他只匆匆到院里报个到，然后就带着心爱的孙子算经溜号了。利玛窦已经在翰林院门口等他了：「老徐，今天出来晚了啊？」「被老翰林揪住了。」「不要紧吧？」徐光启满不在乎地摇摇手：「老翰林说我明天要是再不交文章就给我记过了。」「你写了多少了？」「一个字都没动。」「啊，那今天还是别翻译几何原本了吧？你先好好写文章。」「可是我们已经答应了天一阁，今天一定要把它翻译完。」「跟天一阁解释下，他们会同意延后一天的。」「我想尽早将翻译好的几何原本付梓。毕竟我们这里有关数学的书太少了，我希望能让更多的人领略到数学的魅力。」「那你翰林院文章怎么办？记过会影响你仕途的吧？」「把几何原本翻译完交予天一阁付梓，然后再背上这辈子最值得炫耀的一个过！」
","几何原本 度数之宗 今既译典 四海行通","侯级角色"
"郑和","天工开物  西游记","远航","在码头负责船运工作时，立即完成5%的进度，探险体力的恢复速度加快15%。在码头负责船运工作时，立即完成10%的进度，探险体力的恢复速度加快25%。在码头负责船运工作时，立即完成15%的进度，探险体力的恢复速度加快35%。","在码头负责船运工作时，立即完成20%的进度，探险体力的恢复速度加快50%。","
介绍
外形特征


性格及经历


 逸事：鱼脍
郑和小时候最怕鱼腥味，他做梦也想不到，有一天他会那么迷恋生鱼片的鲜美。郑和告诉汪五峰，吃鱼脍配姜醋最好，他没有说真话。吃鱼脍最好的佐料是粗粝的海风，舰队的猎猎旗语，码头的鼎沸人声和挚友爽朗的笑。
 逸事：方向
不管郑和航行至何处，他睡觉时，胸膛一定要朝着大明的方向，有时候是北方，有时候是东方。大明的方向，也是家的方向，似乎这样，他就能在梦里听到乡音了。
故事
远航是漫长的。船上的人总是会想些法子来消磨时光。郑和和董其昌便常常以聊天来打发时间。董其昌问郑和：「你为什么愿意下西洋？」郑和答：「因为一块饼。」董其昌摇摇头，这年头的怪人还真多。如果不是那块饼，郑和便活不到今日。他生逢乱世，在饥荒中惶惶不可终日，直到遇上一位王。那王给了他一块饼，不算新鲜，但足以饱腹。他接过饼，看着王。本以为会看到不屑的神情，没想看到的却是一双悲悯的双眼。「为他出生入死值的。」他从此成了燕王朱棣的麾下一员。当张辅、徐增寿为了朱棣南征北战时，他在燕王府胡吃海喝，任人戳着脊梁骨。而当朱棣真正有需要的时候，他是冲在最前面、无惧生死的人。董其昌拍拍郑和的肩头：「此趟西下还有个隐秘任务，成了不会有奖赏，不成可能会失去王的信任。」郑和点点头：「就算去到天涯海角也一定会找到建文帝的下落。」
","郑重承帝任 和盟结同邦 远渡赴重洋 航威不可挡","侯级角色"
"徐霞客","三国志  史记","跋涉","探索新区域时，立即完成20%的进度。探索新区域时，立即完成23%的进度。探索新区域时，立即完成26%的进度。","探索新区域时，立即完成30%的进度。","
介绍
外形特征


性格及经历


 逸事：知己
人如果一生都遇不上知己的话，得多遗憾啊……经历的那么多辛酸快乐，却不知该与谁分享。当徐霞客遇到沈万千的时候，他觉得他人生里知己的那部分完整了。看过的每一本书，脚下走过的每一寸土地，他都愿意与她分享。
 逸事：

故事
徐霞客站于天台山巅，俯首之处，琪花玉树。雨也好，风也好，俱是云烟。他只恨不能与沈万千共赏当下。伫立太久，身后小童有些支撑不住，轻轻道：「归去吧？」徐霞客在漫天风雨中沉默，何人同归？嗟嘘再三，他将沈万千赠与他的玉钩放于山巅，缓缓离去，踏上了万水千山之路。「斯人不再，你未看过的风景，便由我替你看了吧。」
","徐徐天地间 霞光照远方 客行千万里 路途险且长","侯级角色"
"吴黎","论语  道德经","生花","升级建筑时，立即完成20%的进度。升级建筑时，立即完成23%的进度。升级建筑时，立即完成26%的进度。","升级建筑时，立即完成30%的进度。","
介绍
外形特征

手持折扇，颇具亲和力。
性格及经历

落落大方，热情助人。擅长做桂花糕，因此这也是文徵明最爱的食物。
 逸事：

 逸事：

故事
吴黎做好一桌子饭，左等右等，文徵明都不回来。她看了眼天色，叹了口气，提着食篮去了画室。刚走到门口，便听到文徵明滔滔不绝地讲述着他们的过往，学生们敷衍地发出应和声。「丢人。」吴黎揉了揉额头，赶紧踏进画室。学生们纷纷露出得救了的表情，而文徵明却一脸兴奋：「阿黎，你说我们是不是一起去看过灯会？」吴黎以迅雷不及掩耳之势从食篮里掏出一枚桂花糖糕往文徵明嘴里塞了：「赶紧吃，别说话。」她又把篮子的其它糖糕分给学生：「耽误大家吃饭了，你们赶紧回家吧。」一瞬间，画室的人就跑光了，只剩文徵明和吴黎两个人。文徵明郁闷地道：「他们怎么不喜欢听我讲故事啊？」吴黎牵起文徵明的手，领着他走出画室：「你自己说，那些故事讲了多少遍？」「可是这些都是我们的回忆呀。」「我们的回忆早就被你画在了画中，不是吗？」文徵明望着江南百景图：「还不够，我要让这画卷里都是你的故事。」
","吴越碧玉 黎明于归 静女持家 好景同辉","侯级角色"
"董其昌","诗经  全萍梅","思白","负责制作工作时，额外获得50%的资源。负责制作工作时，额外获得90%的资源。负责制作工作时，额外获得120%的资源。","负责制作工作时，额外获得150%的资源。","
介绍
外形特征


性格及经历


 逸事：作画
董其昌知道夫人每次的离开都不是使性子，在上一次从老家带回夫人后，董其昌决定之后每一次找到夫人的时候，都要画出一幅画，一幅当时夫人去到的，看到的地方。
 逸事：

故事
董其昌刚一回家，便被父亲叫住。会客厅里坐满了人，全是父亲的朋友。「这就是我儿董其昌。你田叔叔早就想给家里添幅画，但外面的画师总是仗着自己有点名气就狮子大开口。你给你田叔叔画一张，别画小了啊，就画咱松江十景。」「这怎么好意思呢？润笔费还是要给的。」「他小孩子要什么润笔费？你肯挂他的画，就是赏识他了。」董其昌默默朝书房走去，为了得到父亲的一句夸奖，他对父亲有求必应，努力扮演好儿子的角色。「对了，儿啊。」父亲叫住了他。他的心里隐隐涌起一阵期待，父亲终于要表扬他了吗？「儿啊，刚才你赵叔叔的儿子小宝进书房看见那些图册花花绿绿的很有趣，我就把它们都给小宝了。你有空的时候再画几本给小宝。」董其昌愤怒地握紧了拳头，那些图册是他画了好几年才完成的心血，父亲为了做人情竟然擅自送掉了！他沮丧地走回书房，却看见夫人笑嘻嘻地等在里面，双手背在身后。「我现在不想画画，别研墨了。」董夫人把藏在身后的东西亮出来：「别气了，画册都好好的。」「怎么会在你这里？不是给小宝了吗？」「我拿一碗腌笃鲜跟他换的。」「腌笃鲜？那我的呢？」「在炉子上煨着呢。」「我要吃！」「洗手去。」
","董笔绘大千 其境自风流 昌达舒胸意 诗书煮清酒","侯级角色"
"文徵明","天工开物  史记","妙笔","建造新建筑时，立即完成30%的进度。建造新建筑时，立即完成33%的进度。建造新建筑时，立即完成36%的进度。","建造新建筑时，立即完成40%的进度。","
介绍
外形特征

用一根精致的湖笔代替簪子插在头发上，方便随时作画。衣服上有墨渍，久而久远，这些墨渍隐约连成了山水画的模样。
性格及经历

性情中人，不拘小节。尽心守护者自己创造出来的世界和画中人，鼓励画中人勇敢追求爱情。
 逸事：云海
文徵明在黄山写生。这天，他刚铺好画具，就看见天边云雾似海浪起伏，在山峰之间弥漫缭绕，朝他奔涌。他终于明白什么是蜉蝣天地、沧海一粟，也切身感受到了余生须臾、山水无穷。云海在山间散去，又在他的心里翻涌，他决定在有限的人生里，画尽无限风景，不留遗憾。
 逸事：忧心
画室里哪个学生家贫无以致学，哪个孩子画笔的峰毛开了叉，沈周会不会又心软答应求画，唐伯虎最近酒吃得越发多了，仇英说缺一些好朱砂……文徵明整日总有操不完的心但又乐于其中。
故事
「想当年，我和你师娘……」文徵明刚开了个头，画室里的人纷纷捂上了耳朵。「他又开始了。」「你猜他要讲的是帮师娘撵小狗的故事还是上师娘家提亲的故事啊？」「我觉得他可能要讲师娘在考场外等着给他送糖水的故事……」只有新来的小学徒眨巴着大眼睛认真听他讲着。一个时辰后，就连小学徒也忍不住打起了呵欠：「先生怎么还没讲完他和师娘的故事啊。」「习惯就好了，咱们在画室里一半的时间画竹，一半的时间听先生讲故事……」「那咱们什么时候下学啊？」「那要看师娘什么时候来叫他回家吃饭了……」
","文章小楷绝 徵音天地广 明晓世间理 绘情尺素上","侯级角色"
"阿朵","三国志  西游记","蝶仙","外出探险时，采集植物的体力消耗-7。外出探险时，采集植物的体力消耗-8。外出探险时，采集植物的体力消耗-9。","外出探险时，采集植物的体力消耗-10。","
介绍
外形特征


性格及经历


 逸事：寻药
世界上的药草不计其数，有很多被人们熟知，但还有更多的药草藏身于山涧峡谷之中。阿朵想要把它们一一寻得，认清它们的药性，治疗那些患病的人们，也给后人留下珍贵的财产。
 逸事：

故事
阿朵随兄长下江南行医，在山里遇到了李时珍。两人同时瞧上了岩壁的灵芝，一个伸左手，一个伸右手，谁也不让谁，四目相瞪。半晌，李时珍先开口了：「姑娘，这灵芝实属难得，请让给某吧」阿朵眨巴眼睛不说话，李时珍以为她没听清，准备再次说话时，才发现她一身苗人打扮，始知她听不懂汉话。李时珍索性将身体全趴在岩壁上，双手在空中比比划划，语言不通时，肢体便是最好的交流方式。阿朵还是眨巴着眼睛不说话，李时珍认真地思考了一下是不是连肢体语言也有方言之分。日头渐高，李时珍急得满头大汗，他使出浑身解数也没能让阿朵明白他的意思。他又不能像土匪二流子一样强行摘走灵芝。不知过了多久，阿朵终于绷不住了，噗嗤一笑：「好啦，灵芝你摘走吧。」李时珍一惊，差点从岩壁摔下去：「你会说汉话？」「对啊。」「那你为什么不说？」「逗你玩」
","瘴气拢青山 盘岩没只狼 芦笙学凤鸣 苗草自芬芳","侯级角色"
"迅娃儿","水浒  西游记","拾野","外出探险时，采集植物的体力消耗-2，并额外获得5铜钱。外出探险时，采集植物的体力消耗-2，并额外获得7铜钱。","外出探险时，采集植物的体力消耗-4，并额外获得15铜钱。","
介绍
外形特征


性格及经历


 逸事：

 逸事：

故事

","林中雾 迅疾风 舞勺拾野采菌丛 明日路重重","卿级角色"
"骆问机","水浒  黄帝内经","医德","入住的城市或小镇中，所有民宅的铜币产量增加10%。入住的城市或小镇中，所有民宅的铜币产量增加20%。入住的城市或小镇中，所有民宅的铜币产量增加30%。入住的城市或小镇中，所有民宅的铜币产量增加40%。","入住的城市或小镇中，所有民宅的铜币产量增加50%。","
介绍
外形特征

神情严肃、不苟言笑的医生，手中拿着解剖刀和装有验尸工具的工具包，像是准备去进行解剖手术。
性格及经历

严谨细致、不苟言笑，内心足智多谋，虽然大多数时候都成熟冷静，但偶尔会语出惊人，捉弄一下相熟的人。经历他是罗贯中在军中的好友，出身于医学世家，虽然年轻，但在军中已是赫赫有名的军医。战争结束后他回到江南，在罗贯中的引荐下为一起命案做了解剖，帮助知府大人找出了破案的关键。他胆大心细与冷静正直的做事态度被知府大人深深赞赏，此后便成为了官府的仵作顾问。
 逸事：

 逸事：

故事
与他冷静的外表不同，骆问机喜欢挑战。在战场上做军医之时，他对将士们的每一道伤口、每一种病痛都了如指掌，于他来说，救死扶伤就如同解决一个难题，只要抽丝剥茧明白其中的关窍，就可以手到擒来。数度救人于生死之际后，他在军中赢得了神医的称号。可如今江南承平日久，军中不再需要那么多军医，骆问机便解甲归乡，开了一家小小的医馆做起了郎中。日子如常流逝，他却觉得远离了生死线上的挑战，生活有些无聊。直到有一天，他在曾经的军中好友罗贯中的推荐下为一起命案做了解剖，帮助知府大人找出了破案的关键。当命案家属感激涕零地握住他的手时，骆问机并不激动，但当知府大人提出请他做官府的仵作顾问时，他毫不犹豫地答应了。因为当解剖刀在手的那一刻，骆问机突然觉得曾经那种熟悉的感觉回来了，他刀下的每一道伤口仿佛都在告诉他一个秘密，每一条血管每一根骨骼，于他都是一本等待翻阅的书。他仿佛在进行一场探秘，又用得到的信息助人找出真相，世间再没有比这更有趣的事情了。「这便是新的挑战吧。」骆问机想着，擦亮了手中的解剖刀，他将用另一种方式，重新守护江南的太平。
","骆谷曾征万里长 问道生死仗青囊 机事不惊心底静 掌间霜刃解周详","卿级角色"
"陈随","论语  黄帝内经","扎鸢","在造纸厂、油纸厂工作时，立即完成4%的进度。在造纸厂、油纸厂工作时，立即完成6%的进度。在造纸厂、油纸厂工作时，立即完成8%的进度。在造纸厂、油纸厂工作时，立即完成10%的进度。","在造纸厂、油纸厂工作时，立即完成12%的进度。","
介绍
外形特征

一位手持半个瓠瓜正要与妻子对饮的汉朝新郎。他身着士阶层婚服，既害羞又高兴，对未来生活充满着希望。
性格及经历

乐观，阳光。经历妻子杨婳是一墙之隔的青梅竹马，两人以风筝为媒，缘定三生。杨婳才思出众，声名远扬。陈随以杨婳为榜样，克己复礼，勤学多思。成婚次日，他被举荐为了孝廉。
 逸事：

 逸事：

故事
年少时，父亲总是教育陈随要做一个有用的人。陈随刻苦读书，三省吾身，却充满了迷茫。到底怎样才算有用的人？陈随觉得这个问题很宽，没有答案。他只能全力以赴提升自己，摸索着未来。直到那日，杨婳被当街勒索，他奋不顾身挡在了她身前，眉间也因此落下一道伤痕。杨婳惊慌失措替他止血，他却感觉长期困扰在心头的迷雾散开了：「守护杨婳，给她幸福，便是有用的。」自此，陈随依然刻苦读书，三省吾身，只是他不再迷茫，他对未来满怀憧憬。成婚次日，他被举荐为了孝廉。
","飞兮翔兮 凭风寻君 盼兮念兮 饮瓠迎君","卿级角色"
"元卜意","水浒  西游记","打更","外出探险时，采集任意物体后，可额外获得5铜钱。外出探险时，采集任意物体后，可额外获得10铜钱。外出探险时，采集任意物体后，可额外获得15铜钱。外出探险时，采集任意物体后，可额外获得20铜钱。","外出探险时，采集任意物体后，可额外获得25铜钱。","
介绍
外形特征

一位勤劳朴实的更夫，他腕上挂着铜锣，手上提着灯笼，正打着哈欠巡逻。
性格及经历

他是个热心的乐天派，做着辛苦的活儿却从不埋怨，总是尽己所能为需要的人提供帮助，深受百姓们信任。他打更时常见万户家传出火光，因此格外关注，与万户成为了朋友。
 逸事：

 逸事：

故事
一声锣响在夜空中层层漾开，伴着「天干物燥，小心火烛」的唱和声，江南的人们陆续吹灯进入了梦乡。每当此时，属于元卜意的一天才真正拉开序幕。他拿着梆子和铜锣，提上灯笼，借着烛火的微光走入如墨的夜色中。夜晚的江南与白日截然不同，喧闹的集市在满天星斗下沉睡，书院棋社紧闭着大门，有时从窗缝中透出一点跳跃的灯光。深巷中偶尔传出几声犬吠和婴儿的哭闹，夏夜的蛙声蝉鸣、冬夜的落雪和寒风，乃至他自己的脚步声，都会在万物沉睡时变得格外清晰。从前与钟馗、罗一响搭档时，元卜意腰间的酒壶总是装满了美酒，歇脚时便与好友喝上两口御寒。如今钟馗任务繁重，罗一响有了更好的去处，他便独自一人在夜色中行走，腰间的酒壶总是空的，再也无人谈话对饮。如果白日的江南属于千千万万人，那么夜晚的江南，似乎是属于元卜意一个人的。他为此感到幸运，也从不觉得苦。他会在天气变化时敲门提醒独居的老人注意添衣，会在万户家传出火光和异响时第一时间上门查看，会护送晚归的行人平安到家。人们每夜听着他含笑的声音入睡，清晨又在他懒洋洋的呼唤中醒来……尽管他如此的籍籍无名，但总有那样多的人需要他。不必问他是否感到害怕，他知道江南还有千百个像他一样的人，在看不见的地方守护着大家的安危。
","披星行南北 踏月走街巷 天干防烛火 此心守故乡","卿级角色"
"陶姜","天工开物  道德经","粉黛","在香粉厂工作时，额外获得2%的产品。在香粉厂工作时，额外获得4%的产品。在香粉厂工作时，额外获得6%的产品。在香粉厂工作时，额外获得8%的产品。","在香粉厂工作时，额外获得10%的产品。","
介绍
外形特征

宋朝胭脂制作师，她挎着花篮，手中拿着一盒精美的胭脂。
性格及经历

善良聪慧，但性格敏感而悲观。家道中落的变故使她早早尝尽了人情冷暖，很难对他人建立信任。因着同病相怜的处境，李师师成为她唯一的朋友。面对太阳般的金魏，她时常有些不知所措。
 逸事：被爱
从前陶姜总觉得世上不会有人真正爱她，毕竟自己一贫如洗又相貌平平，性格也沉闷不讨人喜，除了做胭脂，她好像什么也不会……自从父母去世后，世上再无人关心她是否吃饱穿暖。她本以为自己会一直这样孤独下去，直到遇到李师师和金魏……如今她渐渐明白，这世上唯一不爱她的人，其实是她自己。俗世万千人，每一位都值得被爱。
 逸事：

故事
忙活月余，「颜如玉」胭脂铺终于如期开张了。为了这间又偏又小的铺子，陶姜花光了所有的积蓄，还从李师师处借了一大笔钱。开张当日，她连吃一碗面的钱都没有，更别说学其他铺子请舞狮队造势。好在挚友李师师送来许多花篮，浓郁的花香引来了不少行人。客人们被精美细腻的胭脂吸引，一听说这些全是陶姜亲手制成，又不免露出怀疑的神色。她只好耐心地向人解释，一一回答大家提问，等到傍晚时分，铺子才终于安静下来。她揉揉饿扁了的肚子轻轻笑了笑，胭脂卖出去几盒，终于能去买些吃的了。她正打算出门，忽见门口探进来一只毛茸茸的脑袋：「汪汪！」一只棕色的小狗大摇大摆走了进来，头上还着小辫子，一看就是被人精心打理过。憨态可掬的小狗身后还跟了位年轻人，手上端着个食盒，桂花糕的香味隐隐飘来。「你好！我是隔壁铺子的老板，我叫金魏。忙活一天累了吧？要不要吃点桂花糕，很好吃的！」年轻人笑容和煦，莫名让人心头一暖，可陶姜还是谢绝了他的好意。家逢变故后她一直寄住在伯父家中，早就明白这世上的善意大多写好了代价。谁知从这之后，那年轻人竟经常送些东西过来，有时是香甜的点心，有时是他自己竹编的一些用具。陶姜一次也没收过，可他还是一次次地送来。她时常疑惑，世上怎么会有这样开心的人呢？好似永远不会有烦恼一样。如果和他成为朋友，她也能和他一样快乐吗？
","桃花妆成将蝶惹 粉黛轻施点新荷 谁家素手窈窕女 巧向百花借颜色","卿级角色"
"秦子棠","水浒  全萍梅","置业","负责1小时以上的理财工作时，需要的本金减少10%，且铜钱收入增加4%。负责1小时以上的理财工作时，需要的本金减少20%，且铜钱收入增加6%。负责1小时以上的理财工作时，需要的本金减少30%，且铜钱收入增加8%。负责1小时以上的理财工作时，需要的本金减少40%，且铜钱收入增加10%。","负责1小时以上的理财工作时，需要的本金减少50%，且铜钱收入增加15%。","
介绍
外形特征

穿着富贵的青年，长着一双弯弯的笑眼和一口白牙。他手上拿着折扇和地契，腰间挂着一串钥匙。
性格及经历

爱吃蔬菜，知足常乐，慢性子。
 逸事：憾事
以为自己中了举，结果却发现是误传——这事搁谁身上都是个晴天霹雳，但秦子棠却只要用一盘翠绿鲜嫩的莼菜就能治愈。知足常乐，这是秦子棠的天分。无论遇到什么，秦子棠都觉得是自己的福气，除了……那一件憾事。
 逸事：

故事
「阿棠啊，今年收成不好，地租能不能缓缓？」「好说好说！周大娘，租金不急！」秦子棠乐呵呵地摇着折扇，一口白牙在阳光下格外闪耀，「要是见到隔壁王秀才，也麻烦替我转告一声，他求学不易，今年的房租就免了！」「哎，哎。」秦子棠腰间的一串钥匙叮当作响，他今日出门收租唯一的成果是房客热情赠送的一只大肥鸡。但秦子棠只爱吃蔬菜，便把鸡放了生：「嘿嘿，果然我连包租公也做不好啊。」除了收租之外，秦子棠做不好的事还有很多：他跟文徵明学画分不清颜色、向穆桂英学射箭拉不开弓，连好友徐霞客邀他一起游历都因懒得出门而作罢……总之是学文不成、练武不就，从此就以收租为生。不过，秦子棠知足常乐，从不在意。他觉得做人不一定要有远大志向，这样每天出门晒晒太阳，和大伙儿闲话家常也很惬意。秦子棠真正在意的失败只有一件——他把钥匙放回匣子，看到了安放其中的和离书。秦子棠叹了口气，又一次想起自己与胡月眉短暂的姻缘。他们两人，一个风风火火，一个慢慢吞吞，秦子棠就连读完和离书的时间都比较长。等他看完抬起头时，她已经离开了。「如果有一天，我能做好一件事，她会看到的吧？」
","谁得半日清闲 屋舍蔬食丝绵 日脚缓移窗沿 月出吾爱眉间","卿级角色"
